titleID,title,nameID,name
12710386,"""Mi destino eres tú""@es",25801881,"""Susana Zabaleta""@es"
49931824,"""Una luz en el camino""@es",25801881,"""Susana Zabaleta""@es"
45088562,"""Aprendiendo a vivir""@es",25450414,"""Tina Romero""@es"
45420835,"""Monte Calvario (telenovela)""@es",25569589,"""Úrsula Prats""@es"
4368436,"""Senda prohibida""@es",47517301,"""Bárbara Gil""@es"
26731401,"""El derecho de nacer (telenovela de 2001)""@es",47476437,"""Carlos Bracho""@es"
5685147,"""La fea más bella""@es",47476437,"""Carlos Bracho""@es"
48588521,"""Morir para vivir""@es",47476437,"""Carlos Bracho""@es"
49858181,"""La sombra del otro""@es",47476437,"""Carlos Bracho""@es"
61733608,"""Vencer el miedo""@es",47667283,"""Danilo Carrera""@es"
2046282,"""Cuna de lobos""@es",47135421,"""Gonzalo Vega""@es"
45052335,"""Juegos del destino""@es",47539590,"""Guillermo Murray""@es"
30604219,"""Imperio de cristal""@es",47782283,"""María Rubio""@es"
2046282,"""Cuna de lobos""@es",47782283,"""María Rubio""@es"
3137645,"""Rina (telenovela)""@es",47782283,"""María Rubio""@es"
49965579,"""Amor gitano (telenovela mexicana)""@es",47782283,"""María Rubio""@es"
48884055,"""Infamia (telenovela)""@es",47161676,"""Norma Lazareno""@es"
5547088,"""Sentimientos ajenos""@es",46922333,"""Olivia Bucio""@es"
49867985,"""Bendita mentira""@es",47350012,"""Sergio Catalán Duque""@es"
12385024,"""Camila (telenovela)""@es",87915,"""Adamari López""@es"
27851364,"""Alma de hierro""@es",87915,"""Adamari López""@es"
2963811,"""Amigas y rivales""@es",87915,"""Adamari López""@es"
49915966,"""Sin ti (telenovela)""@es",87915,"""Adamari López""@es"
2963811,"""Amigas y rivales""@es",102916,"""Johnny Lozada""@es"
37444146,"""Te sigo amando""@es",73695,"""Katy Jurado""@es"
2899885,"""Alcanzar una estrella II""@es",84065,"""Ricky Martin""@es"
33091456,"""Pueblo chico, infierno grande (telenovela)""@es",88779,"""Verónica Castro""@es"
2315806,"""Rosa salvaje""@es",88779,"""Verónica Castro""@es"
2659808,"""Mi pequeña Soledad""@es",88779,"""Verónica Castro""@es"
37415601,"""Teresa (telenovela de 1989)""@es",27717,"""Salma Hayek""@es"
26417455,"""Niña de mi corazón""@es",1384668,"""Arturo Peniche""@es"
6449130,"""Amor en silencio""@es",1384668,"""Arturo Peniche""@es"
45542224,"""El alma no tiene color""@es",1384668,"""Arturo Peniche""@es"
45420835,"""Monte Calvario (telenovela)""@es",1384668,"""Arturo Peniche""@es"
29378583,"""Vivo por Elena""@es",1384668,"""Arturo Peniche""@es"
3406936,"""Alborada (telenovela)""@es",1384668,"""Arturo Peniche""@es"
37310395,"""Siempre te amaré (telenovela)""@es",1384668,"""Arturo Peniche""@es"
49783220,"""María José (telenovela de 1995)""@es",1384668,"""Arturo Peniche""@es"
31896749,"""Dos hogares""@es",1426293,"""Carlos Ponce""@es"
5547088,"""Sentimientos ajenos""@es",1426293,"""Carlos Ponce""@es"
5685147,"""La fea más bella""@es",1424770,"""José José""@es"
25971688,"""Juro que te amo""@es",1559596,"""Patricia Navidad""@es"
5685147,"""La fea más bella""@es",1559596,"""Patricia Navidad""@es"
19012164,"""Un gancho al corazón""@es",5974072,"""Danna García""@es"
50076902,"""El secreto de Alejandra""@es",6000604,"""David Ostrosky""@es"
32915739,"""Amorcito corazón (telenovela)""@es",6101781,"""Elizabeth Álvarez""@es"
5685147,"""La fea más bella""@es",6101781,"""Elizabeth Álvarez""@es"
19012164,"""Un gancho al corazón""@es",5817051,"""Eugenia Cauduro""@es"
48548443,"""Un camino hacia el destino""@es",5817051,"""Eugenia Cauduro""@es"
49896844,"""Alguna vez tendremos alas""@es",5817051,"""Eugenia Cauduro""@es"
1703591,"""La usurpadora (telenovela mexicana)""@es",6017362,"""Gabriela Spanic""@es"
35230321,"""Cachito de cielo""@es",5580279,"""Pedro Fernández (cantante)""@es"
45483445,"""Tal como somos (telenovela)""@es",5580279,"""Pedro Fernández (cantante)""@es"
2899885,"""Alcanzar una estrella II""@es",5580279,"""Pedro Fernández (cantante)""@es"
49610204,"""Buscando el paraíso""@es",5580279,"""Pedro Fernández (cantante)""@es"
26114336,"""Entre el amor y el odio""@es",5469869,"""Susana González (actriz)""@es"
26731123,"""Mujeres engañadas""@es",5469869,"""Susana González (actriz)""@es"
26045599,"""Velo de novia""@es",5469869,"""Susana González (actriz)""@es"
2963811,"""Amigas y rivales""@es",5469869,"""Susana González (actriz)""@es"
24905245,"""Alma rebelde""@es",6805192,"""Ana Martín""@es"
6806013,"""El pecado de Oyuki (telenovela)""@es",6805192,"""Ana Martín""@es"
19012164,"""Un gancho al corazón""@es",6805192,"""Ana Martín""@es"
45094787,"""La pasión de Isabela""@es",6805192,"""Ana Martín""@es"
2178427,"""Rubí (telenovela de 2004)""@es",6805192,"""Ana Martín""@es"
47570086,"""Mentir para vivir""@es",6404557,"""David Zepeda""@es"
6829107,"""La venganza (telenovela de 1977)""@es",6829356,"""Helena Rojo""@es"
3854854,"""Amor real""@es",6829356,"""Helena Rojo""@es"
50034729,"""Gente bien""@es",6829356,"""Helena Rojo""@es"
49763300,"""Retrato de familia (telenovela mexicana)""@es",6829356,"""Helena Rojo""@es"
5523348,"""Código postal (telenovela)""@es",6375897,"""Jery Sandoval""@es"
12710386,"""Mi destino eres tú""@es",6328352,"""Jorge Salinas""@es"
27989284,"""Atrévete a olvidarme""@es",6328352,"""Jorge Salinas""@es"
32435362,"""La esposa virgen""@es",6328352,"""Jorge Salinas""@es"
32341835,"""Tres mujeres (telenovela)""@es",6328352,"""Jorge Salinas""@es"
49829307,"""Mi querida Isabel""@es",6328352,"""Jorge Salinas""@es"
3006486,"""Nada personal (telenovela)""@es",6223965,"""José Ángel Llamas""@es"
32341835,"""Tres mujeres (telenovela)""@es",6704050,"""Karyme Lozano""@es"
49855224,"""Canción de amor (telenovela)""@es",6806480,"""Nuria Bages""@es"
49829307,"""Mi querida Isabel""@es",6806480,"""Nuria Bages""@es"
49763300,"""Retrato de familia (telenovela mexicana)""@es",18821023,"""Alicia Montoya""@es"
6829107,"""La venganza (telenovela de 1977)""@es",18801841,"""Beatriz Sheridan""@es"
32486569,"""Esperanza del corazón""@es",18708454,"""Bianca Marroquín""@es"
45185435,"""El cristal empañado""@es",18818537,"""Dina de Marco""@es"
45513470,"""Dos vidas (telenovela mexicana)""@es",18787779,"""Fernando Balzaretti""@es"
49610204,"""Buscando el paraíso""@es",18787779,"""Fernando Balzaretti""@es"
6806013,"""El pecado de Oyuki (telenovela)""@es",18818234,"""Jorge Martínez de Hoyos""@es"
31896749,"""Dos hogares""@es",19253733,"""Jorge Ortiz de Pinedo""@es"
5547088,"""Sentimientos ajenos""@es",18798693,"""Yolanda Andrade (actriz)""@es"
49610204,"""Buscando el paraíso""@es",18798693,"""Yolanda Andrade (actriz)""@es"
49763300,"""Retrato de familia (telenovela mexicana)""@es",18798693,"""Yolanda Andrade (actriz)""@es"
46273961,"""Caminos de Guanajuato""@es",22605220,"""Alejandra Lazcano""@es"
32486569,"""Esperanza del corazón""@es",44327373,"""Agustín Arana""@es"
36538624,"""Amy, la niña de la mochila azul""@es",45257054,"""Alejandra Procuna""@es"
32486569,"""Esperanza del corazón""@es",44414066,"""Alejandra Ávalos""@es"
45483445,"""Tal como somos (telenovela)""@es",44414066,"""Alejandra Ávalos""@es"
37310395,"""Siempre te amaré (telenovela)""@es",44414066,"""Alejandra Ávalos""@es"
49853610,"""Morir dos veces""@es",44414066,"""Alejandra Ávalos""@es"
